carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
1.07,Very Good,I,SI1,61.8,60.0,4307,6.52,6.56,4.04,4025.23,1,5232.799
1.0,Good,E,SI2,62.1,61.0,4307,6.36,6.4,3.96,4307.0,1,5599.1
1.16,Fair,G,SI2,60.1,60.0,4307,6.9,6.72,4.09,3712.93,1,4826.809
1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96,4308.0,1,5600.400000000001
0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92,4395.92,1,5714.696
1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89,4265.35,1,5544.955000000001
0.9,Very Good,G,VS2,63.1,56.0,4309,6.14,6.04,3.84,4787.78,1,6224.114
0.9,Good,G,VS2,63.7,60.0,4309,6.02,5.98,3.82,4787.78,1,6224.114
0.9,Good,F,VS2,63.6,59.0,4309,6.06,6.11,3.87,4787.78,1,6224.114
0.9,Good,H,VS1,63.5,59.0,4309,6.1,6.13,3.88,4787.78,1,6224.114
0.9,Very Good,H,VS1,62.9,58.0,4309,6.06,6.12,3.83,4787.78,1,6224.114
0.9,Very Good,H,VS1,62.1,59.0,4309,6.09,6.14,3.8,4787.78,1,6224.114
0.9,Good,F,VS2,63.8,55.0,4309,6.09,6.13,3.9,4787.78,1,6224.114
0.9,Premium,H,VS1,62.4,58.0,4309,6.15,6.19,3.85,4787.78,1,6224.114
0.91,Good,H,VS2,59.9,61.0,4309,6.18,6.24,3.72,4735.16,1,6155.708
0.9,Premium,G,VS2,61.5,60.0,4309,6.16,6.13,3.78,4787.78,1,6224.114
0.92,Ideal,E,SI2,62.6,57.0,4309,6.22,6.18,3.88,4683.7,1,6088.81
0.9,Very Good,G,VS2,63.3,54.0,4309,6.19,6.11,3.89,4787.78,1,6224.114
0.9,Fair,G,VS2,65.8,61.0,4309,5.99,5.96,3.93,4787.78,1,6224.114
0.9,Ideal,G,VS2,62.4,54.0,4309,6.22,6.19,3.87,4787.78,1,6224.114
1.04,Very Good,H,SI1,63.2,57.0,4310,6.45,6.4,4.06,4144.23,1,5387.499
1.21,Premium,F,SI2,62.4,60.0,4310,6.77,6.73,4.21,3561.98,1,4630.5740000000005
0.66,Very Good,D,VVS2,60.7,59.0,4311,5.6,5.67,3.42,6531.82,1,8491.366
1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97,4311.0,1,5604.3
1.0,Very Good,E,SI2,60.7,59.0,4311,6.38,6.44,3.89,4311.0,1,5604.3
1.0,Fair,D,SI2,64.5,54.0,4312,6.34,6.28,4.07,4312.0,1,5605.6
1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96,4312.0,1,5605.6
1.21,Very Good,J,SI1,62.7,57.0,4312,6.72,6.77,4.23,3563.64,1,4632.732
1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89,4312.0,1,5605.6
1.0,Good,E,SI2,63.3,55.0,4312,6.25,6.29,3.97,4312.0,1,5605.6
1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09,3850.0,1,5005.0
1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92,3920.0,1,5096.0
1.1,Premium,I,SI1,60.4,61.0,4312,6.73,6.69,4.05,3920.0,1,5096.0
1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06,4312.0,1,5605.6
1.0,Fair,H,VVS2,65.1,57.0,4312,6.27,6.23,4.07,4312.0,1,5605.6
1.0,Premium,H,VVS2,61.9,61.0,4312,6.36,6.31,3.92,4312.0,1,5605.6
1.0,Fair,G,SI1,64.7,60.0,4312,6.22,6.18,4.01,4312.0,1,5605.6
1.0,Fair,F,VS2,68.3,58.0,4312,5.98,5.95,4.08,4312.0,1,5605.6
1.0,Good,D,SI1,64.3,62.0,4312,6.18,6.13,3.96,4312.0,1,5605.6
1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95,4312.0,1,5605.6
0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83,4739.56,1,6161.428000000001
1.01,Very Good,I,SI1,63.1,57.0,4313,6.32,6.36,4.0,4270.3,1,5551.39
1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05,4068.87,1,5289.531
1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95,4031.78,1,5241.314
0.81,Ideal,E,VS2,62.0,57.0,4314,5.96,5.98,3.7,5325.93,1,6923.709000000001
0.9,Ideal,G,SI2,60.7,57.0,4314,6.19,6.33,3.8,4793.33,1,6231.329
1.07,Premium,I,SI1,60.7,61.0,4314,6.6,6.55,3.99,4031.78,1,5241.314
1.07,Very Good,E,SI1,60.4,63.0,4314,6.67,6.6,4.01,4031.78,1,5241.314
1.03,Very Good,G,SI2,63.0,57.0,4315,6.4,6.42,4.04,4189.32,1,5446.116
0.9,Very Good,E,SI1,62.6,58.0,4315,6.11,6.15,3.84,4794.44,1,6232.772
0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81,4794.44,1,6232.772
0.9,Very Good,E,SI1,63.0,56.0,4315,6.11,6.15,3.86,4794.44,1,6232.772
1.15,Ideal,H,SI2,60.5,56.0,4315,6.83,6.8,4.13,3752.17,1,4877.821
0.81,Ideal,D,VS2,59.5,60.0,4315,6.08,6.15,3.64,5327.16,1,6925.308
1.09,Ideal,I,SI2,60.3,57.0,4315,6.64,6.7,4.02,3958.72,1,5146.336
0.9,Good,E,VS2,64.2,59.0,4315,6.02,6.1,3.89,4794.44,1,6232.772
1.11,Premium,J,VS2,59.9,60.0,4315,6.78,6.71,4.04,3887.39,1,5053.607
0.91,Very Good,G,VS2,59.5,58.0,4316,6.26,6.34,3.75,4742.86,1,6165.718
1.0,Very Good,H,SI2,61.7,55.0,4316,6.4,6.46,3.97,4316.0,1,5610.8
1.11,Very Good,J,SI1,62.4,57.7,4316,6.57,6.64,4.12,3888.29,1,5054.777
1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97,4273.27,1,5555.251000000001
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,4150.0,1,5395.0
1.04,Premium,H,SI1,62.1,56.0,4316,6.48,6.41,4.01,4150.0,1,5395.0
1.01,Premium,F,SI2,59.6,59.0,4317,6.59,6.52,3.91,4274.26,1,5556.5380000000005
0.91,Ideal,I,VS2,61.6,55.0,4317,6.21,6.28,3.85,4743.96,1,6167.148
0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87,4641.94,1,6034.522
1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09,4274.26,1,5556.5380000000005
0.84,Very Good,F,VVS2,60.4,62.0,4318,6.1,6.15,3.7,5140.48,1,6682.624
1.08,Premium,G,SI2,60.7,60.0,4318,6.64,6.61,4.02,3998.15,1,5197.595
0.9,Ideal,F,SI1,62.0,57.0,4318,6.21,6.25,3.86,4797.78,1,6237.114
1.02,Good,D,SI2,61.5,61.0,4318,6.34,6.41,3.92,4233.33,1,5503.329
1.08,Premium,G,SI2,59.8,57.0,4318,6.72,6.66,4.0,3998.15,1,5197.595
1.08,Very Good,G,SI2,63.2,57.0,4318,6.54,6.5,4.12,3998.15,1,5197.595
1.05,Premium,G,SI2,62.5,60.0,4318,6.5,6.45,4.05,4112.38,1,5346.094
1.05,Premium,G,SI2,61.3,58.0,4318,6.6,6.55,4.03,4112.38,1,5346.094
1.05,Very Good,G,SI2,63.2,54.0,4318,6.52,6.49,4.11,4112.38,1,5346.094
1.05,Premium,G,SI2,61.6,60.0,4318,6.56,6.49,4.02,4112.38,1,5346.094
1.02,Premium,F,SI2,60.3,59.0,4318,6.53,6.5,3.93,4233.33,1,5503.329
0.84,Premium,E,VS1,59.7,59.0,4318,6.16,6.13,3.67,5140.48,1,6682.624
1.02,Very Good,F,SI2,63.0,58.0,4319,6.37,6.43,4.03,4234.31,1,5504.603000000001
1.02,Ideal,F,SI2,62.4,57.0,4319,6.4,6.43,4.0,4234.31,1,5504.603000000001
1.0,Premium,G,SI2,61.8,58.0,4319,6.39,6.43,3.96,4319.0,1,5614.7
1.02,Ideal,H,SI2,60.7,57.0,4319,6.51,6.54,3.96,4234.31,1,5504.603000000001
1.07,Premium,F,SI2,58.2,58.0,4319,6.79,6.72,3.93,4036.45,1,5247.385
1.07,Ideal,I,VS2,61.1,57.0,4319,6.66,6.6,4.05,4036.45,1,5247.385
1.16,Premium,G,SI2,62.0,59.0,4320,6.74,6.62,4.14,3724.14,1,4841.382
0.9,Very Good,G,SI1,62.4,59.0,4320,6.1,6.15,3.82,4800.0,1,6240.0
0.65,Ideal,D,VVS1,61.9,56.0,4320,5.53,5.56,3.43,6646.15,1,8639.994999999999
1.01,Premium,H,SI1,62.7,59.0,4320,6.33,6.27,3.95,4277.23,1,5560.398999999999
1.01,Good,H,SI1,60.3,64.0,4320,6.52,6.49,3.92,4277.23,1,5560.398999999999
1.01,Premium,H,SI1,60.6,61.0,4320,6.39,6.35,3.86,4277.23,1,5560.398999999999
1.45,Fair,F,I1,64.8,67.0,4320,7.16,7.0,4.64,2979.31,0,3873.103
1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12,4038.32,1,5249.816000000001
0.9,Premium,H,VS2,60.4,59.0,4321,6.24,6.27,3.78,4801.11,1,6241.443
1.0,Very Good,E,SI2,59.8,58.0,4321,6.47,6.53,3.89,4321.0,1,5617.3
1.0,Very Good,E,SI2,59.6,59.0,4321,6.48,6.51,3.87,4321.0,1,5617.3
1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0,4321.0,1,5617.3
1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05,4154.81,1,5401.253000000001
1.04,Good,F,SI2,64.2,56.0,4321,6.39,6.36,4.09,4154.81,1,5401.253000000001
1.12,Premium,I,VS2,62.4,58.0,4321,6.63,6.59,4.13,3858.04,1,5015.452
1.06,Good,E,SI2,63.9,60.0,4321,6.45,6.41,4.11,4076.42,1,5299.3460000000005
1.09,Very Good,D,SI2,59.2,63.0,4322,6.71,6.67,3.96,3965.14,1,5154.682
1.09,Premium,G,SI1,62.5,59.0,4322,6.56,6.53,4.09,3965.14,1,5154.682
1.09,Premium,G,SI1,61.8,59.0,4322,6.59,6.53,4.06,3965.14,1,5154.682
1.16,Very Good,J,VS2,63.7,56.0,4323,6.63,6.68,4.24,3726.72,1,4844.736
0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52,6175.71,1,8028.423000000001
0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5,6175.71,1,8028.423000000001
1.04,Ideal,H,SI2,60.3,57.0,4323,6.54,6.59,3.96,4156.73,1,5403.749
0.9,Very Good,H,VS1,62.2,57.0,4324,6.1,6.15,3.81,4804.44,1,6245.772
0.9,Very Good,H,VS1,63.2,59.0,4324,6.08,6.11,3.85,4804.44,1,6245.772
0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83,4804.44,1,6245.772
1.17,Premium,F,SI2,59.6,60.0,4324,6.88,6.85,4.09,3695.73,1,4804.4490000000005
1.27,Good,F,I1,59.2,64.0,4324,7.06,6.99,4.16,3404.72,0,4426.1359999999995
0.9,Ideal,F,SI1,60.7,57.0,4324,6.25,6.21,3.78,4804.44,1,6245.772
0.93,Very Good,E,SI2,60.5,57.0,4325,6.32,6.37,3.84,4650.54,1,6045.702
0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55,6091.55,1,7919.015
0.68,Ideal,D,VVS1,61.3,57.0,4325,5.66,5.69,3.48,6360.29,1,8268.377
0.84,Ideal,G,VS1,61.8,56.0,4325,6.02,6.11,3.75,5148.81,1,6693.453
1.12,Ideal,J,SI2,62.5,57.0,4325,6.63,6.59,4.13,3861.61,1,5020.093000000001
1.03,Ideal,H,SI2,61.1,57.0,4325,6.48,6.52,3.97,4199.03,1,5458.739
0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81,4701.09,1,6111.417
1.03,Good,H,SI1,63.1,56.0,4326,6.35,6.39,4.02,4200.0,1,5460.0
1.03,Very Good,H,SI1,58.6,61.0,4326,6.6,6.64,3.88,4200.0,1,5460.0
1.01,Good,G,SI1,63.2,55.0,4326,6.32,6.4,4.02,4283.17,1,5568.121
0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93,4702.17,1,6112.821
1.03,Premium,I,SI1,62.0,58.0,4326,6.47,6.43,4.0,4200.0,1,5460.0
1.16,Premium,J,SI1,62.2,58.0,4326,6.75,6.68,4.18,3729.31,1,4848.103
1.16,Premium,I,SI2,62.1,58.0,4326,6.78,6.71,4.19,3729.31,1,4848.103
1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92,4200.0,1,5460.0
1.01,Premium,G,SI2,62.4,59.0,4327,6.39,6.34,3.97,4284.16,1,5569.408
1.01,Good,G,SI2,63.8,56.0,4327,6.32,6.28,4.02,4284.16,1,5569.408
0.92,Very Good,D,SI2,61.6,58.0,4327,6.19,6.22,3.82,4703.26,1,6114.238
0.82,Ideal,D,VS2,62.4,54.0,4327,5.99,6.02,3.75,5276.83,1,6859.879
1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96,4284.16,1,5569.408
1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02,4284.16,1,5569.408
1.01,Premium,G,SI2,60.5,58.0,4327,6.55,6.47,3.94,4284.16,1,5569.408
1.01,Premium,G,SI2,61.9,59.0,4327,6.46,6.39,3.98,4284.16,1,5569.408
1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91,4284.16,1,5569.408
1.01,Premium,G,SI2,60.1,59.0,4327,6.55,6.46,3.91,4284.16,1,5569.408
1.01,Ideal,G,SI2,60.5,58.0,4327,6.52,6.48,3.93,4284.16,1,5569.408
1.01,Premium,G,SI2,60.4,59.0,4327,6.57,6.52,3.95,4284.16,1,5569.408
1.01,Premium,G,SI2,62.5,60.0,4327,6.39,6.34,3.98,4284.16,1,5569.408
1.01,Premium,G,SI2,61.0,58.0,4327,6.48,6.43,3.94,4284.16,1,5569.408
1.01,Premium,G,SI2,60.1,61.0,4327,6.6,6.55,3.95,4284.16,1,5569.408
0.9,Very Good,H,VS2,62.3,59.0,4328,6.1,6.17,3.82,4808.89,1,6251.557000000001
0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82,4808.89,1,6251.557000000001
1.0,Fair,F,SI1,67.1,57.0,4328,6.06,6.1,4.08,4328.0,1,5626.400000000001
1.15,Premium,E,SI2,62.5,58.0,4328,6.72,6.65,4.18,3763.48,1,4892.524
1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16,3763.48,1,4892.524
1.03,Fair,I,VS1,57.6,58.0,4328,6.67,6.58,3.81,4201.94,1,5462.522
1.03,Premium,E,SI2,61.4,58.0,4328,6.49,6.45,3.97,4201.94,1,5462.522
1.5,Fair,I,SI2,70.1,58.0,4328,6.96,6.85,4.84,2885.33,0,3750.929
0.92,Ideal,H,VS1,60.9,57.0,4328,6.33,6.29,3.84,4704.35,1,6115.655000000001
1.19,Very Good,J,SI2,63.4,56.8,4329,6.7,6.79,4.27,3637.82,1,4729.166
1.04,Premium,D,SI2,58.2,59.0,4330,6.67,6.62,3.87,4163.46,1,5412.4980000000005
1.01,Premium,E,SI1,61.7,56.0,4330,6.44,6.39,3.96,4287.13,1,5573.269
1.05,Ideal,H,SI2,61.2,57.0,4331,6.55,6.62,4.03,4124.76,1,5362.188
1.05,Ideal,H,SI2,61.2,57.0,4331,6.54,6.59,4.02,4124.76,1,5362.188
1.25,Premium,J,SI2,62.3,59.0,4331,6.82,6.86,4.26,3464.8,0,4504.240000000001
1.19,Premium,H,SI2,61.9,58.0,4332,6.84,6.77,4.21,3640.34,1,4732.442
0.91,Premium,E,SI1,62.1,58.0,4332,6.15,6.18,3.83,4760.44,1,6188.572
1.04,Very Good,H,SI2,60.2,60.0,4332,6.52,6.57,3.94,4165.38,1,5414.994000000001
1.01,Very Good,F,SI2,62.2,58.0,4332,6.33,6.38,3.95,4289.11,1,5575.843
1.01,Very Good,F,SI2,62.1,58.0,4332,6.35,6.41,3.96,4289.11,1,5575.843
1.06,Ideal,I,SI1,62.8,56.0,4333,6.52,6.47,4.08,4087.74,1,5314.062
1.08,Ideal,H,SI1,62.2,57.0,4333,6.56,6.6,4.09,4012.04,1,5215.652
0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93,4513.54,1,5867.602
1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02,4333.0,1,5632.900000000001
1.0,Premium,F,SI2,59.9,61.0,4333,6.46,6.42,3.86,4333.0,1,5632.900000000001
1.0,Premium,F,SI2,61.6,62.0,4333,6.37,6.3,3.9,4333.0,1,5632.900000000001
0.91,Very Good,F,SI2,62.5,58.0,4334,6.1,6.16,3.83,4762.64,1,6191.432000000001
0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8,4925.0,1,6402.5
0.9,Premium,E,VS2,62.9,58.0,4334,6.15,6.12,3.86,4815.56,1,6260.228000000001
0.9,Good,D,VS2,62.6,65.0,4334,6.1,6.04,3.8,4815.56,1,6260.228000000001
0.9,Premium,E,SI1,63.0,59.0,4334,6.13,6.1,3.85,4815.56,1,6260.228000000001
0.78,Ideal,D,VS1,62.1,55.0,4336,5.9,5.95,3.68,5558.97,1,7226.661000000001
1.01,Ideal,I,SI2,62.5,57.0,4336,6.38,6.45,4.01,4293.07,1,5580.991
0.39,Good,J,VS2,63.3,56.0,581,4.6,4.63,2.92,1489.74,0,1936.662
0.39,Ideal,J,VS2,61.4,57.0,581,4.66,4.72,2.88,1489.74,0,1936.662
0.39,Very Good,G,SI2,62.7,54.0,581,4.64,4.71,2.93,1489.74,0,1936.662
0.38,Premium,I,SI1,60.5,58.0,581,4.67,4.72,2.84,1528.95,0,1987.6350000000002
0.39,Premium,J,VS2,61.3,60.0,581,4.65,4.68,2.86,1489.74,0,1936.662
0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51,2328.0,0,3026.4
0.25,Ideal,G,VVS1,62.6,55.0,582,4.03,4.04,2.52,2328.0,0,3026.4
0.25,Ideal,G,VVS1,62.6,56.0,582,4.01,4.05,2.52,2328.0,0,3026.4
0.31,Ideal,E,SI1,62.1,56.0,582,4.35,4.38,2.71,1877.42,0,2440.646
0.25,Ideal,G,IF,61.1,57.0,582,4.06,4.07,2.48,2328.0,0,3026.4
0.25,Very Good,F,VVS2,61.2,55.0,583,4.1,4.14,2.52,2332.0,0,3031.6
0.23,Very Good,F,VVS2,61.4,56.0,583,3.94,3.97,2.43,2534.78,0,3295.2140000000004
0.23,Very Good,F,VVS2,61.5,56.0,583,3.95,4.0,2.44,2534.78,0,3295.2140000000004
0.23,Very Good,F,VVS2,61.6,57.0,583,3.96,3.99,2.45,2534.78,0,3295.2140000000004
0.23,Very Good,F,VVS1,61.8,57.0,583,3.94,3.96,2.44,2534.78,0,3295.2140000000004
0.23,Very Good,F,VVS1,62.3,55.0,583,3.93,3.96,2.46,2534.78,0,3295.2140000000004
0.23,Very Good,F,VVS1,62.8,54.0,583,3.92,3.94,2.47,2534.78,0,3295.2140000000004
0.23,Very Good,E,VVS1,62.4,54.0,583,3.95,3.98,2.47,2534.78,0,3295.2140000000004
0.23,Very Good,E,VVS1,62.2,57.0,583,3.93,3.96,2.45,2534.78,0,3295.2140000000004
0.36,Very Good,H,VS2,61.0,55.0,583,4.62,4.66,2.83,1619.44,0,2105.272
0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53,2159.26,0,2807.0380000000005
0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57,2159.26,0,2807.0380000000005
0.27,Ideal,F,VS2,61.8,53.0,583,4.18,4.2,2.59,2159.26,0,2807.0380000000005
0.37,Ideal,F,SI1,61.3,55.0,583,4.61,4.65,2.84,1575.68,0,2048.384
0.37,Premium,J,VS2,61.1,60.0,583,4.63,4.6,2.82,1575.68,0,2048.384
0.37,Premium,J,VS2,60.7,60.0,583,4.68,4.65,2.83,1575.68,0,2048.384
0.31,Ideal,G,VS1,61.9,55.0,583,4.36,4.37,2.7,1880.65,0,2444.8450000000003
0.31,Good,G,VS1,63.3,57.0,583,4.28,4.31,2.72,1880.65,0,2444.8450000000003
0.31,Good,F,VS2,63.5,55.0,583,4.31,4.32,2.74,1880.65,0,2444.8450000000003
0.31,Ideal,F,VS2,61.6,56.0,583,4.35,4.38,2.69,1880.65,0,2444.8450000000003
1.01,Ideal,I,SI2,62.4,57.0,4336,6.37,6.41,3.99,4293.07,1,5580.991
0.74,Good,F,VVS1,58.4,60.0,4336,6.03,6.06,3.53,5859.46,1,7617.298000000001
1.01,Very Good,J,VS2,60.6,59.0,4337,6.42,6.45,3.9,4294.06,1,5582.278000000001
0.91,Ideal,H,SI1,62.0,56.0,4337,6.19,6.22,3.85,4765.93,1,6195.709000000001
1.21,Premium,I,SI2,59.9,61.0,4337,6.89,6.85,4.11,3584.3,1,4659.59
1.01,Very Good,D,SI2,63.1,54.0,4338,6.43,6.37,4.04,4295.05,1,5583.5650000000005
1.01,Good,D,SI2,63.6,57.0,4338,6.34,6.3,4.02,4295.05,1,5583.5650000000005
1.01,Premium,D,SI2,60.8,61.0,4338,6.5,6.45,3.94,4295.05,1,5583.5650000000005
1.01,Good,D,SI2,57.6,62.0,4338,6.66,6.56,3.81,4295.05,1,5583.5650000000005
1.01,Premium,G,SI1,59.2,59.0,4338,6.58,6.52,3.88,4295.05,1,5583.5650000000005
1.23,Premium,J,VS2,58.0,61.0,4338,7.07,7.03,4.09,3526.83,1,4584.879
1.01,Premium,G,SI1,62.6,60.0,4338,6.39,6.35,3.99,4295.05,1,5583.5650000000005
1.01,Premium,D,SI2,61.8,57.0,4338,6.47,6.42,3.98,4295.05,1,5583.5650000000005
1.01,Premium,G,SI1,63.0,59.0,4338,6.32,6.27,3.96,4295.05,1,5583.5650000000005
1.01,Premium,D,SI2,62.6,60.0,4338,6.4,6.37,4.0,4295.05,1,5583.5650000000005
1.01,Premium,G,SI1,62.8,59.0,4338,6.33,6.29,3.96,4295.05,1,5583.5650000000005
0.72,Very Good,E,VVS1,60.8,58.0,4339,5.79,5.83,3.53,6026.39,1,7834.307000000001
1.01,Good,F,SI1,63.4,55.0,4339,6.35,6.42,4.05,4296.04,1,5584.852
1.01,Good,F,SI1,64.2,58.0,4339,6.24,6.29,4.02,4296.04,1,5584.852
1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12,4056.07,1,5272.8910000000005
1.0,Premium,F,SI2,61.5,60.0,4340,6.35,6.33,3.9,4340.0,1,5642.0
1.25,Premium,I,SI2,60.1,60.0,4340,6.99,6.95,4.19,3472.0,0,4513.6
1.25,Premium,G,SI2,61.1,58.0,4340,6.96,6.91,4.24,3472.0,0,4513.6
1.02,Very Good,H,SI2,62.6,57.0,4341,6.42,6.46,4.03,4255.88,1,5532.644
0.7,Ideal,F,VVS1,62.4,55.0,4341,5.65,5.69,3.54,6201.43,1,8061.859
1.02,Premium,G,SI1,61.3,58.0,4341,6.47,6.45,3.96,4255.88,1,5532.644
0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82,4569.47,1,5940.311000000001
1.08,Ideal,H,SI2,62.1,56.0,4344,6.54,6.6,4.08,4022.22,1,5228.8859999999995
1.04,Ideal,I,SI1,61.7,57.0,4344,6.49,6.54,4.02,4176.92,1,5429.996
0.91,Good,E,VS2,63.1,58.0,4345,6.13,6.19,3.89,4774.73,1,6207.148999999999
1.52,Premium,G,I1,62.3,60.0,4345,7.34,7.28,4.56,2858.55,0,3716.1150000000002
1.01,Very Good,J,SI1,61.9,58.0,4346,6.36,6.4,3.95,4302.97,1,5593.861000000001
1.2,Good,D,I1,63.6,60.0,4346,6.72,6.67,4.26,3621.67,1,4708.171
1.03,Ideal,J,SI2,60.6,56.0,4347,6.58,6.57,3.99,4220.39,1,5486.5070000000005
1.15,Premium,J,SI1,62.3,55.0,4347,6.76,6.66,4.18,3780.0,1,4914.0
1.15,Premium,I,SI2,62.6,57.0,4347,6.73,6.69,4.2,3780.0,1,4914.0
1.15,Ideal,J,SI1,61.8,57.0,4347,6.73,6.67,4.14,3780.0,1,4914.0
1.02,Very Good,H,SI1,62.8,59.0,4348,6.33,6.38,3.99,4262.75,1,5541.575
1.0,Very Good,D,SI2,62.3,56.0,4348,6.33,6.39,3.96,4348.0,1,5652.400000000001
1.13,Very Good,I,VS2,61.6,57.0,4348,6.73,6.78,4.16,3847.79,1,5002.127
1.01,Premium,H,VS2,58.1,60.0,4348,6.61,6.55,3.82,4304.95,1,5596.435
1.09,Very Good,H,SI2,60.9,57.0,4349,6.64,6.69,4.06,3989.91,1,5186.883
1.13,Premium,H,SI2,59.4,58.0,4350,6.74,6.8,4.02,3849.56,1,5004.428
0.92,Premium,D,SI1,62.3,58.0,4350,6.21,6.27,3.89,4728.26,1,6146.738
0.78,Ideal,D,VS1,62.2,57.0,4350,5.86,5.9,3.66,5576.92,1,7249.996
1.01,Ideal,G,SI2,62.1,57.0,4350,6.48,6.44,4.01,4306.93,1,5599.009000000001
0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86,4678.49,1,6082.037
0.9,Ideal,D,SI1,61.6,56.0,4351,6.19,6.21,3.82,4834.44,1,6284.772
1.01,Very Good,E,SI2,60.4,60.0,4352,6.48,6.57,3.94,4308.91,1,5601.583
0.91,Premium,D,SI1,63.0,59.0,4352,6.15,6.11,3.86,4782.42,1,6217.146000000001
1.34,Very Good,H,SI2,61.1,63.0,4352,7.08,7.01,4.3,3247.76,0,4222.088000000001
1.18,Very Good,J,SI2,62.2,58.0,4353,6.74,6.79,4.21,3688.98,1,4795.674
1.27,Premium,G,SI2,62.4,56.0,4353,6.93,6.88,4.32,3427.56,0,4455.828
1.02,Ideal,H,SI2,61.9,56.0,4353,6.47,6.51,4.02,4267.65,1,5547.945
0.9,Good,E,VS1,64.8,54.0,4353,6.12,6.07,3.95,4836.67,1,6287.671
1.02,Very Good,J,VS2,63.9,57.9,4354,6.28,6.33,4.03,4268.63,1,5549.219
1.1,Premium,H,SI1,62.1,58.0,4354,6.61,6.59,4.1,3958.18,1,5145.634
1.05,Premium,F,SI2,60.4,57.0,4354,6.61,6.54,3.97,4146.67,1,5390.671
1.08,Ideal,I,SI1,61.4,57.0,4355,6.67,6.62,4.08,4032.41,1,5242.133
0.9,Premium,H,VS2,61.2,61.0,4355,6.18,6.08,3.75,4838.89,1,6290.557000000001
1.01,Ideal,E,SI2,62.1,56.0,4355,6.39,6.43,3.98,4311.88,1,5605.444
1.01,Premium,E,SI2,62.5,60.0,4355,6.39,6.42,4.0,4311.88,1,5605.444
1.01,Very Good,E,SI2,61.8,56.0,4355,6.42,6.5,3.99,4311.88,1,5605.444
1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99,4311.88,1,5605.444
1.01,Very Good,E,SI2,59.6,61.0,4355,6.56,6.59,3.92,4311.88,1,5605.444
1.01,Very Good,E,SI2,62.8,57.0,4355,6.35,6.38,4.0,4311.88,1,5605.444
1.01,Good,E,SI2,63.3,58.0,4355,6.37,6.39,4.04,4311.88,1,5605.444
1.01,Very Good,F,SI2,63.4,56.0,4355,6.4,6.34,4.04,4311.88,1,5605.444
1.01,Premium,I,SI1,62.3,58.0,4355,6.44,6.4,4.0,4311.88,1,5605.444
